web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,description,store_name,store_rating,store_location,image_1-src
1661854435-239,https://www.tokopedia.com/search?condition=1%232&navsource=&page=37&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Super Gadget DayINFINIX HOT 11 PLAY RAM 4/64GB GARANSI RESMIRp1.550.000CashbackTangerangBintang Terang Cell4.9Terjual 750+,https://www.tokopedia.com/btc888/infinix-hot-11-play-ram-4-64gb-garansi-resmi?extParam=ivf%3Dfalse%26src%3Dsearch,INFINIX HOT 11 PLAY RAM 4/64GB GARANSI RESMI,4.9,(177 rating),Rp1.550.000,Terjual 750+,Baru,500 Gram,500 Gram,"HARAP DIBACA SEBELUM MEMBELI :

1.SETIAP PEMBELIAN DI OFFICIAL STORE BINTANG TERANG CELL ADA PROMO CASHBACK
2.GRATIS ONGKIR DAN ASURANSI PENGIRIMAN PENGIRIMAN
3..HARAP CHAT DULU SEBELUM PEMBAYARAN(TANYAKAN YG JELAS KETERSEDIAAN WARNA/GIFT/PROMO/DLL)

kENAPA BELI DI BINTANG TERANG CELL:
- AMAN DAN BERGARANSI, toko kita OFFICIAL STORE di Tokopedia (TRUSTED SELLER)
-- ADA TOKO FISIK:
FAST RESPON-FAST DELIVERY:
FAST RESPON WA DI#nol-899-7199999
- Barang 100% original,baru,garansi resmi, imei terdaftar
-GARANSI RETUR GANTI BARU BACA SYARATNYA DI CATATAN TOKO DAN WAJIB ADA VIDEO UNBOXING YG JELAS


NOTE : READY
- Pengiriman : SETIAP HARI (SENIN-MINGGU)
- SAMEDAY sebelum - Jam 3 Sore (Anteraja) - Jam 5 Sore (Gojek/Grab)
- INSTAN sebelum - Jam 7 Malam
- REGULAR sebelum - Jam 6 Malam
- JAM AKTIF : 10:00 Pagi - 19:00 Malam

NOTE:
- ORDER MAKSIMAL 1 JAM SEBELUM CLOSE ORDER/IKUT ANTRIAN
- JNE/J&T DIKIRIM HARI YANG SAMA

READY ACCESORIES PELINDUNG HP",Bintang Terang Cell,4.9,Kota Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/25/c8711961-e52b-4eaf-b3ee-3c0e55bd9a2d.jpg.webp?ect=4g
1661847790-184,https://www.tokopedia.com/search?condition=1%232&navsource=&page=39&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Infinix Hot 12i 4/64 Garansi ResmiRp1.555.000Jakarta Utaratastas_store5.0Terjual 250+,https://www.tokopedia.com/tastasstore-1/infinix-hot-12i-4-64-garansi-resmi?extParam=ivf%3Dfalse%26src%3Dsearch,Infinix Hot 12i 4/64 Garansi Resmi,5.0,(29 rating),Rp1.555.000,Terjual 250+,Baru,500 Gram,500 Gram,"Infinix hot 12i 4/64gb Garansi resmi no repack


Ready: Racing Black
           : Horzon Blue
           : Haze Green",tastas_store,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/23/e6e781af-3b5b-47b9-a1ae-7912a9fbdb91.jpg.webp?ect=4g
1661893641-522,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Realme GT 2 PRO 12/256GB Garansi ResmiRp9.699.000Jakarta Utaratoko oppostore4.9Terjual 80+,https://www.tokopedia.com/085287378997/realme-gt-2-pro-12-256gb-garansi-resmi-steel-black?extParam=ivf%3Dfalse%26src%3Dsearch,Realme GT 2 PRO 12/256GB Garansi Resmi - Steel Black,4.9,(58 rating),Rp9.699.000,Terjual 80+,Baru,500 Gram,500 Gram,"IMEI resmi Terdaftar di KEMENPERIN

Specification:
2K Super Reality Display
PaperTech Master Design
Snapdragon 8 Gen 1 5G Processor
50MP +50MP Dual Primary Camera
Sony 32 MP Selfie Camera
Stainless Steel Vapor Cooling Max
Antenna Array Matrix System
Tactile Engine Pro
5000mAh Massive Battery + 65W SuperDart Charge
GT Mode 3.0
Realme UI 3.0
Dual stereo Speakers with Dolby Atmos
in-display Fingerprint Scanner
Up to 12G LPDDR5 RAM+256G UFS 3.1 Storage",toko oppostore,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/29/6c981200-31bd-453c-a54c-3e9e95d12afd.jpg.webp?ect=4g
1661893215-505,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung Galaxy A32 8/128 GB - Garansi Resmi Samsung Indonesia (SEIN)Rp3.410.000Jakarta UtaraUniverse Store5.0Terjual 250+,https://www.tokopedia.com/universestore/samsung-galaxy-a32-8-128-gb-garansi-resmi-samsung-indonesia-sein-hitam?extParam=ivf%3Dfalse%26src%3Dsearch,Samsung Galaxy A32 8/128 GB - Garansi Resmi Samsung Indonesia (SEIN) - Hitam,5.0,(150 rating),Rp3.410.000,Terjual 250+,Baru,500 Gram,500 Gram,"Garansi Resmi Samsung Indonesia (SEIN) 1 Tahun

100% Original Baru dan Segel Asli Samsung

Imei Terdaftar Resmi di Kemenperin

Spesifikasi :

Jaringan GSM / HSPA / LTE
Sistem Operasi Android 11
Prosesor Mediatek Helio G80 (12 nm), Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
RAM 8 GB
ROM 128 GB
Ukuran Layar 6.4 inch
Tipe Layar Super AMOLED, 90Hz, 800 nits (peak)
Resolusi Layar 1080 x 2400 pixels, 20:9 ratio (~411 ppi density)
Kamera Belakang 64 MP, f/1.8, 26mm (wide), PDAF, 8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm, 5 MP, f/2.4, (macro), 5 MP, f/2.4, (depth)
Kamera Depan 20 MP, f/2.2, (wide)
Fitur Kamera LED flash, panorama, HDR
Audio Loudspeaker & 3.5mm jack
WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
Sensor Fingerprint (under display, optical), accelerometer, gyro, proximity, compass
Baterai 5000 mAh
Pengisian Daya Fast charging 15W
Slot Memori Eksternal MicroSD Slot
SIM Hybrid Dual Nano SIM
Berat 184 gr
Dimensi 158.9 x 73.6 x 8.4 mm
Lainnya NFC, USB Type-C 2.0, USB On-The-Go",Universe Store,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/3/19/f93b1dd3-633b-43ba-a71f-e7a14988faec.jpg.webp?ect=4g
1661890253-386,https://www.tokopedia.com/search?condition=1%232&navsource=&page=35&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Lagi TrendingiPhone 11 | Pro | Pro Max 512gb 256gb 128gb 64gb Bekas Fullset SecondRp6.190.000Jakarta Utarawinselindo5.0Terjual 250+,https://www.tokopedia.com/winselindo/iphone-11-pro-pro-max-512gb-256gb-128gb-64gb-bekas-fullset-second-11-64gb?extParam=ivf%3Dfalse%26src%3Dsearch,"iPhone 11 | Pro | Pro Max 512gb 256gb 128gb 64gb Bekas Fullset Second - 11, 64gb",5.0,(362 rating),Rp6.190.000,Terjual 250+,Bekas,800 Gram,800 Gram,"sim bs all operator  

bila ngasih ulasan / review bintang 5 LANGSUNG saat transaksi selesai
-bonus garansi extend warranty dari seller jadi 7 hari
-diskon utk next order
-garansi imei 1 tahun (segala biaya ditanggung seller)

FREE PREMIUM TEMPERED GLASS DAN CASE
*WAJIB REQUEST DI INVOICE, SELAMA PERSEDIAAN MASIH ADA

SEMUA SINGLE NANO SIM
SIM 2 = ESIM (+300RB bila ingin aktif)

yg minus lebih murah bs beli di https://tokopedia.com/winselindo/minus-iphone-11-pro-max-512gb-256gb-128gb-64gb-second-fullset 

tersedia aksesoris (kabel data, headset, charger ) original apple +400rb (kabel + charger like new, headset new jd higenis) 

BEST PRICE - BEST SERVICE - BEST QUALITY

kondisi seken (bekas) eks garansi apple
mulus 98-99%
fullset aksesoris oem (charger , kabel data, headset , box ,manual)
icloud aman
garansi personal 3 hari utk hp aj (aksesoris tdk garansi ya sdh di info oem)
Garansi IMEI 1 bulan
Garansi IMEI menjadi 1 tahun jika memberi bintang 5
tidak menerima komplain fisik lecet ya karena ini barang seken bukan baru, kalo mau mulus new beli baru atau rekondisi aja

ORIGINAL
Barang yang anda terima 100% adalah produk ORIGINAL bukan replika. 

Buy with Confident :)
Kami adalah Gold Merchant dan telah menjual ribuan produk di Tokopedia. 
Barang yang kami jual benar adanya dan sudah CONFIRMED akan datang sesuai waktu yang tertera.

bila ngasih ulasan / review bintang 5 LANGSUNG saat transaksi selesai
-bonus garansi extend warranty dari seller jadi 7 hari
-diskon utk next order
-garansi imei 1 tahun (segala biaya ditanggung seller)

( PENTING ) bila ulasan bintang 1-4 segala pelayanan tambahan tidak berlaku

ORDERAN YANG SUDAH MASUK TIDAK DAPAT DIBATALKAN DENGAN ALASAN APAPUN

garansi void bila segel baut rusak / hilang / dilepas. tdk terima komplain apapun (baru sampai lgsng rusak jg ga diterima kalo segel baut uda lepas ataupun rusak)

kami menerima trade in seken hp / gadget lain lamanya bs via COD / kirim2",winselindo,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/7/6fa53f8e-03f2-4585-8938-e50f4998de91.jpg.webp?ect=4g
1661892953-494,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung Galaxy A23 6/128 RAM 6GB 128GB Garansi Resmi SEINRp3.041.000Jakarta UtaraVote VIP5.0Terjual 40+,https://www.tokopedia.com/votevip/samsung-galaxy-a23-6-128-ram-6gb-128gb-garansi-resmi-sein-black?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D11375215,Samsung Galaxy A23 6/128 RAM 6GB 128GB Garansi Resmi SEIN - Black,5.0,(13 rating),Rp3.041.000,Terjual 40+,Baru,500 Gram,500 Gram,"Garansi Resmi Samsung Indonesia

kelengkapan :
- Handphone
- kabel Data
- sim injector

Resmi IMEI sudah terdaftar
Check imei : https://www.kemenperin.go.id/imei/
Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku

NOTE : SAMSUNG PASTI BUKA SEGEL /SEGEL ULANG DAN REPACK UNTUK PENGAKTIFAN GARANSI, MEMBELI BERARTI SETUJU

Agar mengurangi Resiko Kerusakan saat pengiriman Paket, disarankan untuk order ini juga ya gan
- Extra Bubble wrap
https://www.tokopedia.com/votevip/tambahan-bubble-wrap-untuk-packing-agar-lebih-aman

- Extra Box
https://www.tokopedia.com/votevip/tambahan-box-untuk-packing-agar-lebih-aman

Samsung Galaxy A23 6/128GB

Spesifikasi:
- Processor : Snapdragon 680
- Size : 6.6 Inch
- Technology : PLS LCD
- Resolution : FHD+
- Rear Camera Resolution : 50.0 MP + 5.0 MP + 2.0 MP + 2.0 MP
- Main Camera Auto Focus : Yes
- Rear Camera - OIS : Yes
- Rear Camera - Zoom: Digital Zoom up to 10x
- Front Camera Resolution : 8.0 MP
- Front Camera Auto Focus : No
- Video Resolution : FHD (1920 x 1080) @30fps
- RAM : 6GB
- ROM : 128GB
- SIM Tray : Dual-SIM
- Network Type : 4G
- USB Interface : USB Type-C
- USB Version : USB 2.0
- Earjack : 3.5mm Stereo
- Bluetooth Version : Bluetooth v5.0
- NFC : Yes
- Battery Capacity : 5000mAh
- SamsungDex Support : No",Vote VIP,5.0,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/2a4ad1cd-a976-4149-b05d-a6958d1e3509.jpg.webp?ect=4g
1661895045-578,https://www.tokopedia.com/search?condition=1%232&navsource=&page=32&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,INFINIX HOT 11S NFC RAM 6/128 RAM 4/64 GARANSI RESMIRp1.899.000CashbackTangerangBintang Terang Cell4.9Terjual 750+,https://www.tokopedia.com/btc888/infinix-hot-11s-nfc-ram-6-128-ram-4-64-garansi-resmi-4-64-non-gift?extParam=ivf%3Dfalse%26src%3Dsearch,"INFINIX HOT 11S NFC RAM 6/128 RAM 4/64 GARANSI RESMI - 4/64, Non GIFT",4.9,(289 rating),Rp1.899.000,Terjual 750+,Baru,500 Gram,500 Gram,"HARAP DIBACA SEBELUM MEMBELI :

1.SETIAP PEMBELIAN DI OFFICIAL STORE BINTANG TERANG CELL ADA PROMO CASHBACK 
2.GRATIS ONGKIR DAN ASURANSI PENGIRIMAN PENGIRIMAN
3..HARAP CHAT DULU SEBELUM PEMBAYARAN(TANYAKAN YG JELAS KETERSEDIAAN WARNA/GIFT/PROMO/DLL) 

kENAPA BELI DI BINTANG TERANG CELL:
- AMAN DAN BERGARANSI, toko kita OFFICIAL STORE di Tokopedia (TRUSTED SELLER)
-- ADA TOKO FISIK: 
FAST RESPON-FAST DELIVERY: 
FAST RESPON WA DI#nol-899-7199999
- Barang 100% original,baru,garansi resmi, imei terdaftar 
-GARANSI RETUR GANTI BARU BACA SYARATNYA DI CATATAN TOKO DAN WAJIB ADA VIDEO UNBOXING YG JELAS


NOTE : READY
- Pengiriman : SETIAP HARI (SENIN-MINGGU) 
- SAMEDAY sebelum - Jam 3 Sore (Anteraja) - Jam 5 Sore (Gojek/Grab)
- INSTAN sebelum - Jam 7 Malam
- REGULAR sebelum - Jam 6 Malam
- JAM AKTIF : 10:00 Pagi - 19:00 Malam

NOTE:
- ORDER MAKSIMAL 1 JAM SEBELUM CLOSE ORDER/IKUT ANTRIAN
- JNE/J&T DIKIRIM HARI YANG SAMA

READY ACCESORIES PELINDUNG HP",Bintang Terang Cell,4.9,Kota Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/10/692f1746-09ab-46b7-b18f-90ce1e54c326.jpg.webp?ect=4g
1661897763-687,https://www.tokopedia.com/search?condition=1%232&navsource=&page=30&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Super Gadget DayiPhone 13 Pro 1TB 512GB 256GB 128GB Dual Nano Single Resmi IBOXRp15.750.0004%Rp16.440.000Jakarta PusatGRENPEEL STORE4.9Terjual 100+,https://www.tokopedia.com/grenpeelstore/iphone-13-pro-1tb-512gb-256gb-128gb-dual-nano-single-resmi-ibox-128gb-inter-gold?extParam=ivf%3Dfalse%26src%3Dsearch,"iPhone 13 Pro 1TB 512GB 256GB 128GB Dual Nano Single Resmi IBOX - 128GB INTER, GOLD",4.9,(80 rating),Rp15.750.000,Terjual 100+,Baru,500 Gram,500 Gram,"READY STOCK - READY DELIVERY

Stock selalu update, barang kosong jika varian tidak bisa dipilih. Silahkan langsung diorder sesuai varian yang diinginkan

FREE CLEAR CASE + TEMPERED GLASS SETIAP PEMBELIAN IPHONE 13 SERIES SELAMA PERSEDIAAN STOCK BONUS MASIH ADA

- 100% Original Produk (Garansi Uang Kembali)
- Garansi Resmi 1 Tahun (Bisa Langsung Claim ke Service Center)
- Garansi International 1 Tahun (Bisa Claim di QCD / MITRACARE)
- Garansi Tukar Unit 7x24 Jam Setelah Barang Diterima (Kerusakan Diluar Human Error)
- Customer Service 24 Jam
- Special Price Untuk Pembelian QTY
- Reseller Welcome, Silahkan Chat Admin
- 100% Imei Aman Bisa All Provider Indonesia
- 100% Camera Silent
- Regional Inter Random
- Tersedia varian SINGLESIM INTER, DAN IBOX 

Untuk varian second :
- 100% Acc original
- Fisik 99% BH 90%
- Unit ZP/A
- Imei terdaftar di kemenprin

KENAPA HARUS BELANJA DI GRENPEEL STORE ??
- Profesional & Trusted
- Kami memiliki offline store/toko fisik, sehingga garansi terjamin dan bisa self pickup di toko (Wajib Konfirmasi dan Harus Transaksi Terlebih Dahulu Melalui Tokopedia)
- Produk yang kami jual adalah produk resmi dan bergaransi nasional juga ada produk international
- kami memberikan garansi ganti unit selama 7 hari dengan catatan bukan human error dan terdapat lampiran video bukti.
- Kami memiliki Aftersales yang profesional dan kooperatif, jadi tidak akan kesulitan untuk claim dan return

PENGIRIMAN dan JAM OPERASIONAL: 09.00 - 16.00
- Pengiriman setiap hari dihari yang sama (kecuali minggu)
- Kami memiliki kurir pribadi, untuk mekanisme nya bisa langsung tanya admin melalui chat
- Untuk pengiriman kurir, ongkir akan ditentukan sesuai jarak dan kesepakatan.
- Batas Pengiriman SAMEDAY ANTERAJA s/d jam 14.00
- Batas pengiriman INSTANT s/d jam 15.30
- Pickup pengiriman INSTANT mulai jam 12.00 sampai 17.00
- Pengiriman anteraja reguler / sameday dimulai jam 15.00
- Untuk Orderan Ekspedisi Yang Masuk Diatas Jam 16.00 Akan Dikirim Keesokan Harinya",GRENPEEL STORE,4.9,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/17/7d759083-225f-4ab7-8068-c931560c47d0.png.webp?ect=4g
1661852640-226,https://www.tokopedia.com/search?condition=1%232&navsource=&page=37&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,xiomi Redmi 6a ram 3/32GB BARU garansi 1tahunRp698.000Jakarta Baratdelojeco875.0Terjual 3,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1N6AKpHpJhbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_KDUSz2Q31i6sJfosJdo_UOo_HDUMoFyaUEH_nOHmFiy3zwrfo5rM1i6sHdHadhH_1dH_rhH_nFHsKpHaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoq_e7_Bzs8JNJZ_z6ucod_jz-oJN1yfBHe72kgJxGgMHauMxsQ1N5Z325q1NNoACozcHF_1zsHJOJypCozcHF_1zgHjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qjjh_92jqOjau_CHuV1p3M2zPJNJ1_Cqq_Vt3uPgHjh9ZMBoQ1gk332jqVBWu_Vg81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QjdFyBxd6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z92ouVuO_M2soJY1Z9P6qMHF_jzsq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jYJ_9uouJ1h_7zVH7O1z9PozJj7_92oq3gzv_7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-E9fg2zAotb3rdq_ojeuudgu-9q7YBZB2aqJh-zIPse9z3e3PbzcN5HOzsP7xIr_HfP7YerJWVuJzIg1Uayjz9ZaOqoBgDgcOOHOthr_PB3u4Ru3yNP3H71RVa9Oou_SVHgcoFg1hV1fVXy1ujr_Poq_ja1SoRZ7V29foJe12OeiUDUMVDgaUEUSo7QZUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthHpjDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstp6A1pomFirI-2yfuwyMBjUsthHA1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sraomdRH_eOH_UOosUNHAyabm-hP3ua8uYag3hay3N09RosQR-BUstFbsKNH_ypHsjRoAJ7oprNosgY?keywords=handphone&page=37&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fdelo87%2Fxiomi-redmi-6a-ram-3-32gb-baru-garansi-1tahun%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1&ob=23&management_type=2&t=desktop&src=search,xiomi Redmi 6a ram 3/32GB BARU garansi 1tahun,5.0,(2 rating),Rp698.000,Terjual 3,Baru,350 Gram,350 Gram,"Kondisi: Baru
Berat Satuan: 145 g
Kategori: Android OS
Etalase: Semua Etalase
Kondisi: Baru
Berat Satuan: 300 g
Kategori: Android OS
Etalase: Handphone
Harap membaca deskripsi sebelum membeli :)

GARANSI DISTRIBUTOR 1 TAHUN
Syarat & Ketentuan :

1. Untuk claim garansi WAJIB sertakan video unboxing / video pembukaan paket saat PERTAMA KALI.
2. Untuk claim garansi handphone WAJIB masih tersegel (tidak pernah bongkar mesin) jika sudah pernah bongkar mesin (pernah service di tempat lain) maka garansi dinyatakan HANGUS
3. Claim Garansi berlaku 1 tahun terhitung dari paket diterima
4. Claim garansi dapat dilakukan dengan segala syarat yang berlaku
5. Garansi tidak bisa di claim apabila tidak memiliki video unboxing
6. Garansi tidak bisa di claim apabila review negative
7. Garansi tidak bisa di claim apabila kesalahan pemakaian misal pernah jatuh,terkena cairan,DLL.


Spesifikasi Xiaomi Redmi 6A

Ukuran Layar : 5.45 inci IPS LCD 720 x 1440 pixels
Chipset : Mediatek MT6761 Helio A22 (12 nm)
OS : Android 8.1 (Oreo)
RAM: 3GB
SIGNAL: 4G/LTE
SIM: Dual sim (Nano)
Memori internal : 32GB
Ukuran HP : 147.5 x 71.5 x 8.3 mm
Berat HP : 145 gram
Kamera depan : 5 MP, f/2.2
Kamera belakang : 13 MP, f/2.2
Baterai : Non-removable Li-Ion 3000 mAh
Pilihan Warna : Black, Grey, Gold,

silahkan di order ,happy shooping ^_^",delojeco87,4.6,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/7/11/27857f32-87ec-49e3-b93d-3fcb9906a974.jpg.webp?ect=4g
1661891160-422,https://www.tokopedia.com/search?condition=1%232&navsource=&page=34&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,iPhone 13 Pro | 13 Pro Max 128GB 256GB 512GB 1TB Green | DUAL | IBOXRp16.499.000CashbackJakarta PusatPutra Group5.0Terjual 80+,https://www.tokopedia.com/putragroup/iphone-13-pro-13-pro-max-128gb-256gb-512gb-1tb-green-dual-ibox-13-pro-128gb-single-inter?extParam=ivf%3Dfalse%26src%3Dsearch,"iPhone 13 Pro | 13 Pro Max 128GB 256GB 512GB 1TB Green | DUAL | IBOX - 13 Pro 128GB, SINGLE INTER",5.0,(47 rating),Rp16.499.000,Terjual 80+,Baru,500 Gram,500 Gram,"READY STOCK SIAP KIRIM (LIMITED)

Iphone 13 Pro & 13 Promax
Layar : 6.1 inch & 6.7 inch
Memori : 128 GB - 256 GB - 512 GB - 1TB
Warna : Alphine Green

- BNIB (Brand New In Box) 
- Di Dalam box: Unit iPhone + USB-C to Lightning Cable

Baca ulasan2 pembeli lain nya biar kalian yakin belanja disini :
https://www.tokopedia.com/putragroup/review

Sekilas info Putra Group :

1. Positif review 99 % dr 100 % kepuasan customer
2. Sudah melayani 15,000 ++ customer secara online
3. Garansi Resmi Apple 1 Tahun
4. Brand new - Original - Segel
5. After sales yg siap melayani anda selama 24 jam

Aksesoris :

Apple 20W USB Fast Charger- C Power Adapter
https://www.tokopedia.com/putragroup/original-apple-20w-20-w-fast-charging-usb-c-power-adapter-segel

Benks Anti Spy Tempered Glass
https://www.tokopedia.com/putragroup/original-benks-anti-spy-iphone-13-pro-max-13-pro-tempered-glass

Benks Premium Tempered Glass
https://www.tokopedia.com/putragroup/original-benks-king-kong-iphone-13-pro-max-13-pro-tempered-glass-13-13-pro

Benks Premium Clear Case Magsafe
https://www.tokopedia.com/putragroup/original-benks-iphone-13-pro-max-13-pro-clear-case-support-magsafe-13-pro-max

Benks Camera Protector
https://www.tokopedia.com/putragroup/original-benks-camera-protector-for-iphone-13-pro-max-13-pro-13-pro

Benks Metal Lens
https://www.tokopedia.com/putragroup/original-benks-metal-lens-camera-protector-iphone-13-pro-max-13-pro

Benks Kevlar Set
https://www.tokopedia.com/putragroup/original-benks-aramid-kevlar-magsafe-for-iphone-13-pro-max-13-pro

MagSafe Wireless Charger
https://www.tokopedia.com/putragroup/apple-magsafe-charger-20w-wireless-charging-mag-safe-for-iphone-12

Other Apple Acc
https://www.tokopedia.com/putragroup/etalase/other-apple-acc

Kartu Perdana Smartfren ESIM
https://www.tokopedia.com/putragroup/kartu-perdana-smartfren-esim-kuota-90gb-4g-lte-1-tahun",Putra Group,5.0,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/478e74b2-5cfb-4a5c-a135-d736959d9212.jpg.webp?ect=4g
1661788232-76,https://www.tokopedia.com/search?condition=1%232&navsource=&page=40&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung galaxy A13 (4/128). Garansi resmi SEIN. randomRp2.239.000Jakarta BaratDilween shop4.9Terjual 70+,https://www.tokopedia.com/diilwen/samsung-galaxy-a13-4-128-garansi-resmi-sein-random?extParam=ivf%3Dfalse%26src%3Dsearch,Samsung galaxy A13 (4/128). Garansi resmi SEIN. random,4.9,(17 rating),Rp2.239.000,Terjual 70+,Baru,500 g,500 g,,Dilween shop,4.9,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/13/e1cea8d3-fa3f-4063-a314-ba4bfc20b877.jpg.webp?ect=4g
1661917226-1028,https://www.tokopedia.com/search?condition=1%232&navsource=&page=24&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,VIVO Y21 Ram 4/64 GARANSI RESMI VIVORp1.980.000Kab. Bekasihoky online4.9Terjual 70+,https://www.tokopedia.com/hokyonline/vivo-y21-ram-4-64-garansi-resmi-vivo-biru?extParam=ivf%3Dfalse%26src%3Dsearch,VIVO Y21 Ram 4/64 GARANSI RESMI VIVO - Biru,4.9,(11 rating),Rp1.980.000,Terjual 70+,Baru,500 Gram,500 Gram,"Y21=Y21A (spek sama semua)
yang di kirim Y21A ,beli=setuju thanks
GARANSI RESMI",hoky online,4.9,Kab. Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/4/3e4143c3-701e-431d-95e8-b9a8e0afcac7.jpg.webp?ect=4g
